fr24_id,hex,callsign,lat,lon,track,alt,gspeed,vspeed,squawk,timestamp,source
3b523ddb,7815ED,CDG1151,22.34619,113.95853,251,1425,158,-896,6372,2025-07-19T04:44:59Z,ADSB
3b524ff3,780D8D,EPA6210,22.51611,114.02197,243,4425,198,64,0061,2025-07-19T04:44:59Z,ADSB
3b528b94,781D39,CES2951,22.71004,114.03448,41,14825,380,-64,4222,2025-07-19T04:44:58Z,ADSB
3b5230ea,781154,CSN6273,22.63216,114.09177,156,5500,209,-1024,1221,2025-07-19T04:44:59Z,ADSB
3b5282e1,780E68,HBH3690,22.5472,114.12567,352,21925,353,1792,3307,2025-07-19T04:44:59Z,ADSB
3b522186,86E75E,JAL29,22.40438,114.13986,251,4700,222,-960,3252,2025-07-19T04:44:58Z,ADSB
3b524f7d,780DF3,CSN3324,22.53403,113.85081,333,2400,160,-448,6407,2025-07-19T04:59:53Z,ADSB
3b5220e5,75047A,MAS376,22.54157,113.89567,8,14800,348,-64,2125,2025-07-19T04:59:59Z,ADSB
3b52680f,780C77,CSN391X,22.63692,113.90041,74,6975,197,-640,0314,2025-07-19T04:59:59Z,ADSB
3b52251c,789235,CPA543,22.34722,113.96174,250,1475,154,-896,6055,2025-07-19T04:59:59Z,ADSB
3b521b87,78928C,CRK607,22.38022,114.15909,250,4625,207,-896,3650,2025-07-19T04:59:59Z,ADSB
3b5257b9,78927E,HKE821,22.38083,114.06702,251,3200,203,-1088,6045,2025-07-19T04:59:58Z,ADSB
3b52229d,780839,CSZ9606,22.49381,113.93443,244,3750,182,-896,1121,2025-07-19T04:59:58Z,ADSB
3b52748e,780EB7,CSZ9540,22.60242,114.11036,237,5475,203,0,2755,2025-07-19T04:59:58Z,ADSB
3b5271b8,8880AB,HVN592,22.36601,114.02021,250,2550,194,-960,3120,2025-07-19T05:14:59Z,ADSB
3b520d8a,780A6D,CRK706,22.37347,114.13813,250,4250,200,-1216,4112,2025-07-19T05:14:58Z,ADSB
3b52708b,782206,CSN6592,22.56189,113.85307,333,1875,139,-576,7027,2025-07-19T05:14:59Z,ADSB
3b5262ac,78049F,CSZ9142,22.47757,113.85966,63,3025,197,-448,6261,2025-07-19T05:14:57Z,ADSB
3b5229b8,750210,MAS072,22.40392,114.24118,295,5450,199,-576,2163,2025-07-19T05:14:58Z,ADSB
3b523d01,71C258,AAR371,22.52779,113.85426,333,2525,174,-1088,1073,2025-07-19T05:29:53Z,ADSB
3b5265c5,888054,HVN502,22.42952,113.88006,18,14800,390,0,5636,2025-07-19T05:29:59Z,ADSB
3b51f529,8013E5,IGO1707,22.34363,113.95074,251,1300,135,-896,0564,2025-07-19T05:29:59Z,ADSB
3b523cc0,76CEEF,SIA892,22.37901,114.06133,251,3100,210,-1024,2201,2025-07-19T05:30:00Z,ADSB
3b529d47,780979,B8259,22.53245,114.12989,351,21625,400,2496,3330,2025-07-19T05:30:00Z,ADSB
3b52a241,780CEB,CSC876V,22.67262,113.99783,33,14775,303,0,3156,2025-07-19T05:29:59Z,ADSB
3b527bb6,7818F6,CSN3570,22.59105,114.06595,235,5075,215,-1280,3626,2025-07-19T05:29:59Z,ADSB
3b5276ea,789290,CPA461,22.41816,114.18203,251,5050,206,-128,6273,2025-07-19T05:29:59Z,ADSB
3b5270f2,7805FD,CSN3560,22.5979,113.92741,70,7475,214,-64,7750,2025-07-19T05:44:59Z,ADSB
3b52639b,7802AF,CSN3092,22.53263,113.89486,8,14800,370,64,2716,2025-07-19T05:44:58Z,ADSB
