fr24_id,hex,callsign,lat,lon,track,alt,gspeed,vspeed,squawk,timestamp,source
3b594ae5,781797,CSN368,22.60223,114.03803,7,13800,318,-896,5640,2025-07-21T03:29:59Z,ADSB
3b598892,780676,CSN3255,22.5844,114.02354,34,10200,308,2048,2432,2025-07-21T03:29:58Z,ADSB
3b598441,899088,EVA892,22.35015,113.99475,55,2750,222,2112,5715,2025-07-21T03:29:58Z,ADSB
3b598780,78923D,BHNT,22.45484,114.13371,57,1650,91,512,0,2025-07-21T03:29:54Z,ADSB
3b598907,780A0A,CPA424,22.36537,114.01978,54,3900,233,2816,5733,2025-07-21T03:44:59Z,ADSB
3b598780,78923D,BHNT,22.45628,114.13592,229,1575,94,-768,0,2025-07-21T03:44:55Z,ADSB
3b598bf2,78924D,CPA956,22.37123,114.16348,112,8825,277,2560,3304,2025-07-21T03:44:59Z,ADSB
3b5993c7,789250,BHUM,22.47844,114.1506,162,1425,79,-64,5270,2025-07-21T03:44:55Z,ADSB
3b598a67,7815A9,DKH1882,22.52467,113.94894,41,7225,294,2560,4222,2025-07-21T03:44:59Z,ADSB
3b592662,7814DC,CSN366,22.7146,113.92273,8,12800,394,-896,2174,2025-07-21T03:44:59Z,ADSB
3b5985f4,781073,LKE9708,22.68521,114.02665,243,30100,461,0,3164,2025-07-21T03:44:59Z,ADSB
3b5990b0,789228,HKE630,22.34261,113.98193,55,3275,185,2048,3534,2025-07-21T04:00:00Z,ADSB
3b5993c7,789250,BHUM,22.46532,114.16433,162,1125,16,64,5270,2025-07-21T03:59:55Z,ADSB
3b59547c,76CC74,SIA811,22.358,114.04727,184,36075,503,0,0047,2025-07-21T04:00:00Z,ADSB
3b598f9c,78928C,CRK658,22.34271,114.20643,135,9650,274,2880,3533,2025-07-21T04:00:00Z,ADSB
3b599c3a,781E51,CSZ9503,22.55406,113.85661,153,4400,209,1024,3152,2025-07-21T04:14:59Z,ADSB
3b599a6c,780EB7,CSZ9807,22.53757,113.98382,61,7950,293,2368,2426,2025-07-21T04:15:00Z,ADSB
3b599798,780A35,CPA814,22.39211,114.11609,112,6725,247,704,3535,2025-07-21T04:14:59Z,ADSB
3b5998ab,780476,CSZ9845,22.6978,114.0716,32,11625,352,2560,2432,2025-07-21T04:14:59Z,ADSB
3b59a22e,7808AD,CSZ641,22.54255,113.86251,153,4150,229,1856,2427,2025-07-21T04:29:59Z,ADSB
3b59a1a3,7802FF,CES5334,22.5249,113.95618,62,8175,271,2496,3144,2025-07-21T04:30:00Z,ADSB
3b59a361,899076,EVA846,22.39503,114.10965,113,5375,295,2112,3303,2025-07-21T04:29:59Z,ADSB
3b59a740,71C007,KAL174,22.39865,114.09841,104,7100,234,1024,3546,2025-07-21T04:44:58Z,ADSB
3b59aba5,7809B4,CSH9332,22.65125,113.95426,359,10200,311,2112,4220,2025-07-21T04:44:58Z,ADSB
3b59b263,780AC1,HKE112,22.34573,113.98712,56,3825,188,1152,5712,2025-07-21T04:59:59Z,ADSB
3b59af1d,780041,CSZ9096,22.4019,114.15789,86,8225,285,1984,5752,2025-07-21T04:59:59Z,ADSB
3b599737,899082,EVA6022,22.41635,114.02802,105,33100,492,0,7057,2025-07-21T04:59:59Z,ADSB
3b599043,781F38,CSZ9882,22.72531,114.18127,263,5375,274,64,3653,2025-07-21T04:59:59Z,ADSB
3b59bc89,71C003,KAL828,22.54921,113.85925,152,4250,208,768,2432,2025-07-21T05:14:58Z,ADSB
3b59b509,781F39,CSZ9505,22.51383,113.93305,54,7525,288,2048,3156,2025-07-21T05:14:59Z,ADSB
3b59289f,781F82,CHC13D,22.61156,113.99469,246,1700,118,-640,5214,2025-07-21T05:14:58Z,ADSB
3b59b7ae,789229,HKE638,22.37151,114.0281,55,4275,223,1472,3552,2025-07-21T05:14:59Z,ADSB
3b5999fb,780F0E,CXA8775,22.71409,114.07903,260,34100,457,64,5135,2025-07-21T05:14:59Z,ADSB
3b59bc9d,78041B,AMU226,22.35522,113.89715,134,11350,292,768,3363,2025-07-21T05:30:00Z,ADSB
3b59a0e3,7809AD,CQH6156,22.56587,113.89821,41,12850,329,1984,4230,2025-07-21T05:30:00Z,ADSB
3b59b87b,71C534,AAR722,22.37082,114.18574,123,9325,281,2688,3572,2025-07-21T05:29:59Z,ADSB
3b59ba3c,781104,CES5340,22.69354,113.99279,336,10775,359,896,4223,2025-07-21T05:29:59Z,ADSB
3b59a3ea,780D12,CHH7164,22.73076,114.23472,263,32100,466,64,7036,2025-07-21T05:29:59Z,ADSB
3b59b4f4,70E06D,KME942,22.42836,113.97012,147,32100,446,-64,4560,2025-07-21T05:44:58Z,ADSB
3b5933cd,780B0C,CHC53C,22.57341,114.0799,80,2475,128,0,0,2025-07-21T05:44:58Z,ADSB
3b59cd10,780B1E,CSZ9098,22.36723,113.86408,99,11975,296,2240,3375,2025-07-21T05:59:59Z,ADSB
3b59d2fb,780E40,CSN3781,22.68155,113.95254,356,14800,346,0,3145,2025-07-21T05:59:59Z,ADSB
3b59c315,7820BC,CSZ663,22.59018,114.01352,34,8375,296,1984,3150,2025-07-21T05:59:59Z,ADSB
3b59cc8b,789287,HKE870,22.37217,114.16331,114,8625,282,2816,3562,2025-07-21T05:59:59Z,ADSB
